Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
Sports Direct,1197831,10/11/2021,South,Texas,Dallas,Mens Athletic Footwear,40.00 ,725,290000 ,116000 ,40,Outlet
Sports Direct,1197831,10/12/2021,South,Texas,Dallas,Womens Street Footwear,65.00 ,650,422500 ,169000 ,40,Outlet
Sports Direct,1197831,10/13/2021,South,Texas,Dallas,Womens Athletic Footwear,65.00 ,500,325000 ,162500 ,50,Outlet
Sports Direct,1197831,10/14/2021,South,Texas,Dallas,Mens Apparel,60.00 ,475,285000 ,99750 ,35,Outlet
Sports Direct,1197831,10/15/2021,South,Texas,Dallas,Womens Apparel,70.00 ,675,472500 ,259875 ,55,Outlet
Sports Direct,1197831,10/16/2021,South,Texas,Dallas,Mens Street Footwear,60.00 ,825,495000 ,198000 ,40,Outlet
Sports Direct,1197831,10/17/2021,South,Texas,Dallas,Mens Athletic Footwear,60.00 ,825,495000 ,198000 ,40,Outlet
Sports Direct,1197831,10/18/2021,South,Texas,Dallas,Womens Street Footwear,65.00 ,725,471250 ,188500 ,40,Outlet
Sports Direct,1197831,10/19/2021,South,Texas,Dallas,Womens Athletic Footwear,65.00 ,575,373750 ,186875 ,50,Outlet
Sports Direct,1197831,10/20/2021,South,Texas,Dallas,Mens Apparel,60.00 ,525,315000 ,110250 ,35,Outlet
Sports Direct,1197831,10/21/2021,South,Texas,Dallas,Womens Apparel,70.00 ,775,542500 ,298375 ,55,Outlet
Foot Locker,1185732,10/22/2021,South,Texas,Dallas,Mens Street Footwear,45.00 ,425,191250 ,105188 ,55,Outlet
Foot Locker,1185732,10/23/2021,South,Texas,Dallas,Mens Athletic Footwear,45.00 ,225,101250 ,35438 ,35,Outlet
Foot Locker,1185732,10/24/2021,South,Texas,Dallas,Womens Street Footwear,35.00 ,225,78750 ,31500 ,40,Outlet
Foot Locker,1185732,10/25/2021,South,Texas,Dallas,Womens Athletic Footwear,40.00 ,75,30000 ,12000 ,40,Outlet
Foot Locker,1185732,10/26/2021,Northeast,Pennsylvania,Philadelphia,Mens Apparel,55.00 ,125,68750 ,24063 ,35,Outlet
Foot Locker,1185732,10/27/2021,Northeast,Pennsylvania,Philadelphia,Womens Apparel,45.00 ,225,101250 ,30375 ,30,Outlet
Foot Locker,1185732,10/28/2021,Northeast,Pennsylvania,Philadelphia,Mens Street Footwear,45.00 ,475,213750 ,117563 ,55,Outlet
Foot Locker,1185732,10/29/2021,Northeast,Pennsylvania,Philadelphia,Mens Athletic Footwear,45.00 ,125,56250 ,19688 ,35,Outlet
Foot Locker,1185732,10/30/2021,Northeast,Pennsylvania,Philadelphia,Womens Street Footwear,35.00 ,175,61250 ,24500 ,40,Outlet
Foot Locker,1185732,10/31/2021,Northeast,Pennsylvania,Philadelphia,Womens Athletic Footwear,40.00 ,50,20000 ,8000 ,40,Outlet
Foot Locker,1185732,11/1/2021,Northeast,Pennsylvania,Philadelphia,Mens Apparel,55.00 ,125,68750 ,24063 ,35,Outlet
Foot Locker,1185732,11/2/2021,Northeast,Pennsylvania,Philadelphia,Womens Apparel,45.00 ,225,101250 ,30375 ,30,Outlet
Foot Locker,1185732,11/3/2021,Northeast,Pennsylvania,Philadelphia,Mens Street Footwear,50.00 ,445,222500 ,122375 ,55,Outlet
Foot Locker,1185732,11/4/2021,Northeast,Pennsylvania,Philadelphia,Mens Athletic Footwear,50.00 ,150,75000 ,26250 ,35,Outlet
Foot Locker,1185732,11/5/2021,Northeast,Pennsylvania,Philadelphia,Womens Street Footwear,40.00 ,175,70000 ,28000 ,40,Outlet
Foot Locker,1185732,11/6/2021,Northeast,Pennsylvania,Philadelphia,Womens Athletic Footwear,45.00 ,25,11250 ,4500 ,40,Outlet
Foot Locker,1185732,11/7/2021,Northeast,Pennsylvania,Philadelphia,Mens Apparel,60.00 ,75,45000 ,13500 ,30,Outlet
Foot Locker,1185732,11/8/2021,Northeast,Pennsylvania,Philadelphia,Womens Apparel,50.00 ,175,87500 ,21875 ,25,Outlet
Foot Locker,1185732,11/9/2021,Northeast,Pennsylvania,Philadelphia,Mens Street Footwear,50.00 ,450,225000 ,112500 ,50,Outlet
Foot Locker,1185732,11/10/2021,Northeast,Pennsylvania,Philadelphia,Mens Athletic Footwear,50.00 ,150,75000 ,22500 ,30,Outlet
Foot Locker,1185732,11/11/2021,Northeast,Pennsylvania,Philadelphia,Womens Street Footwear,40.00 ,150,60000 ,21000 ,35,Outlet
Foot Locker,1185732,11/12/2021,Northeast,Pennsylvania,Philadelphia,Womens Athletic Footwear,45.00 ,75,33750 ,11813 ,35,Outlet
Foot Locker,1185732,11/13/2021,Northeast,Pennsylvania,Philadelphia,Mens Apparel,60.00 ,75,45000 ,13500 ,30,Outlet
Foot Locker,1185732,11/14/2021,Northeast,Pennsylvania,Philadelphia,Womens Apparel,50.00 ,200,100000 ,25000 ,25,Outlet
Foot Locker,1185732,11/15/2021,Northeast,Pennsylvania,Philadelphia,Mens Street Footwear,60.00 ,470,282000 ,141000 ,50,Outlet
Foot Locker,1185732,11/16/2021,Northeast,Pennsylvania,Philadelphia,Mens Athletic Footwear,60.00 ,175,105000 ,31500 ,30,Outlet
Foot Locker,1185732,11/17/2021,Northeast,Pennsylvania,Philadelphia,Womens Street Footwear,55.00 ,150,82500 ,28875 ,35,Outlet
Foot Locker,1185732,11/18/2021,Northeast,Pennsylvania,Philadelphia,Womens Athletic Footwear,55.00 ,100,55000 ,19250 ,35,Outlet
Foot Locker,1185732,11/19/2021,Northeast,Pennsylvania,Philadelphia,Mens Apparel,65.00 ,125,81250 ,24375 ,30,Outlet
Foot Locker,1185732,11/20/2021,Northeast,Pennsylvania,Philadelphia,Womens Apparel,70.00 ,250,175000 ,52500 ,30,Outlet
Foot Locker,1185732,11/21/2021,Northeast,Pennsylvania,Philadelphia,Mens Street Footwear,65.00 ,500,325000 ,178750 ,55,Outlet
Foot Locker,1185732,11/22/2021,Northeast,Pennsylvania,Philadelphia,Mens Athletic Footwear,60.00 ,250,150000 ,52500 ,35,Outlet
Foot Locker,1185732,11/23/2021,Northeast,Pennsylvania,Philadelphia,Womens Street Footwear,55.00 ,175,96250 ,38500 ,40,Outlet
Foot Locker,1185732,11/24/2021,Northeast,Pennsylvania,Philadelphia,Womens Athletic Footwear,55.00 ,150,82500 ,33000 ,40,Outlet
Foot Locker,1185732,11/25/2021,Northeast,Pennsylvania,Philadelphia,Mens Apparel,65.00 ,150,97500 ,34125 ,35,Outlet
Foot Locker,1185732,11/26/2021,Northeast,Pennsylvania,Philadelphia,Womens Apparel,70.00 ,300,210000 ,63000 ,30,Outlet
Foot Locker,1185732,11/27/2021,Northeast,Pennsylvania,Philadelphia,Mens Street Footwear,65.00 ,500,325000 ,178750 ,55,Outlet
Foot Locker,1185732,11/28/2021,Northeast,Pennsylvania,Philadelphia,Mens Athletic Footwear,60.00 ,300,180000 ,63000 ,35,Outlet
Foot Locker,1185732,11/29/2021,Northeast,Pennsylvania,Philadelphia,Womens Street Footwear,55.00 ,225,123750 ,49500 ,40,Outlet
Foot Locker,1185732,11/30/2021,Northeast,Pennsylvania,Philadelphia,Womens Athletic Footwear,55.00 ,175,96250 ,38500 ,40,Outlet
Foot Locker,1185732,12/1/2021,Northeast,Pennsylvania,Philadelphia,Mens Apparel,65.00 ,200,130000 ,45500 ,35,Outlet
Foot Locker,1185732,12/2/2021,Northeast,Pennsylvania,Philadelphia,Womens Apparel,70.00 ,375,262500 ,78750 ,30,Outlet
Foot Locker,1185732,12/3/2021,Northeast,Pennsylvania,Philadelphia,Mens Street Footwear,65.00 ,525,341250 ,187688 ,55,Outlet
Foot Locker,1185732,12/4/2021,Northeast,Pennsylvania,Philadelphia,Mens Athletic Footwear,60.00 ,300,180000 ,63000 ,35,Outlet
Foot Locker,1185732,12/5/2021,Northeast,Pennsylvania,Philadelphia,Womens Street Footwear,55.00 ,225,123750 ,49500 ,40,Outlet
Foot Locker,1185732,12/6/2021,Northeast,Pennsylvania,Philadelphia,Womens Athletic Footwear,55.00 ,200,110000 ,44000 ,40,Outlet
Foot Locker,1185732,12/7/2021,Northeast,Pennsylvania,Philadelphia,Mens Apparel,65.00 ,175,113750 ,39813 ,35,Outlet
Foot Locker,1185732,12/8/2021,Northeast,Pennsylvania,Philadelphia,Womens Apparel,70.00 ,350,245000 ,73500 ,30,Outlet
Foot Locker,1185732,12/9/2021,Northeast,Pennsylvania,Philadelphia,Mens Street Footwear,65.00 ,475,308750 ,154375 ,50,Outlet
Foot Locker,1185732,12/10/2021,Northeast,Pennsylvania,Philadelphia,Mens Athletic Footwear,50.00 ,275,137500 ,41250 ,30,Outlet
Foot Locker,1185732,12/11/2021,Northeast,Pennsylvania,Philadelphia,Womens Street Footwear,45.00 ,200,90000 ,31500 ,35,Outlet
Foot Locker,1185732,12/12/2021,Northeast,Pennsylvania,Philadelphia,Womens Athletic Footwear,45.00 ,175,78750 ,27563 ,35,Outlet
Foot Locker,1185732,12/13/2021,Northeast,Pennsylvania,Philadelphia,Mens Apparel,55.00 ,125,68750 ,20625 ,30,Outlet
Foot Locker,1185732,12/14/2021,Northeast,Pennsylvania,Philadelphia,Womens Apparel,60.00 ,225,135000 ,33750 ,25,Outlet
Foot Locker,1185732,12/15/2021,Northeast,Pennsylvania,Philadelphia,Mens Street Footwear,60.00 ,400,240000 ,120000 ,50,Outlet
Foot Locker,1185732,12/16/2021,Northeast,Pennsylvania,Philadelphia,Mens Athletic Footwear,50.00 ,225,112500 ,33750 ,30,Outlet
Foot Locker,1185732,12/17/2021,Northeast,Pennsylvania,Philadelphia,Womens Street Footwear,50.00 ,125,62500 ,21875 ,35,Outlet
Foot Locker,1185732,12/18/2021,Northeast,Pennsylvania,Philadelphia,Womens Athletic Footwear,50.00 ,100,50000 ,17500 ,35,Outlet
Foot Locker,1185732,12/19/2021,Northeast,Pennsylvania,Philadelphia,Mens Apparel,60.00 ,100,60000 ,18000 ,30,Outlet
Foot Locker,1185732,12/20/2021,Northeast,Pennsylvania,Philadelphia,Womens Apparel,65.00 ,225,146250 ,36563 ,25,Outlet
Foot Locker,1185732,12/21/2021,Northeast,Pennsylvania,Philadelphia,Mens Street Footwear,70.00 ,375,262500 ,144375 ,55,Outlet
Foot Locker,1185732,12/22/2021,Northeast,Pennsylvania,Philadelphia,Mens Athletic Footwear,60.00 ,200,120000 ,42000 ,35,Outlet
Foot Locker,1185732,12/23/2021,Northeast,Pennsylvania,Philadelphia,Womens Street Footwear,60.00 ,195,117000 ,46800 ,40,Outlet
Foot Locker,1185732,12/24/2021,Northeast,Pennsylvania,Philadelphia,Womens Athletic Footwear,60.00 ,175,105000 ,42000 ,40,Outlet
Foot Locker,1185732,12/25/2021,Northeast,Pennsylvania,Philadelphia,Mens Apparel,70.00 ,150,105000 ,36750 ,35,Outlet
Foot Locker,1185732,12/26/2021,Northeast,Pennsylvania,Philadelphia,Womens Apparel,75.00 ,250,187500 ,56250 ,30,Outlet
Foot Locker,1185732,12/27/2021,Northeast,Pennsylvania,Philadelphia,Mens Street Footwear,70.00 ,475,332500 ,182875 ,55,Outlet
Foot Locker,1185732,12/28/2021,Northeast,Pennsylvania,Philadelphia,Mens Athletic Footwear,60.00 ,275,165000 ,57750 ,35,Outlet
Foot Locker,1185732,12/29/2021,Northeast,Pennsylvania,Philadelphia,Womens Street Footwear,60.00 ,225,135000 ,54000 ,40,Outlet
Foot Locker,1185732,12/30/2021,Northeast,Pennsylvania,Philadelphia,Womens Athletic Footwear,60.00 ,175,105000 ,42000 ,40,Outlet
Foot Locker,1185732,12/31/2021,Northeast,Pennsylvania,Philadelphia,Mens Apparel,70.00 ,175,122500 ,42875 ,35,Outlet
Foot Locker,1185732,1/1/2020,Northeast,Pennsylvania,Philadelphia,Womens Apparel,75.00 ,275,206250 ,61875 ,30,Outlet
West Gear,1128299,1/2/2020,Northeast,Pennsylvania,Philadelphia,Mens Street Footwear,35.00 ,450,157500 ,63000 ,40,Outlet
West Gear,1128299,1/3/2020,Northeast,Pennsylvania,Philadelphia,Mens Athletic Footwear,45.00 ,450,202500 ,50625 ,25,Outlet
West Gear,1128299,1/4/2020,Northeast,Pennsylvania,Philadelphia,Womens Street Footwear,45.00 ,450,202500 ,81000 ,40,Outlet
West Gear,1128299,1/5/2020,Northeast,Pennsylvania,Philadelphia,Womens Athletic Footwear,45.00 ,300,135000 ,47250 ,35,Outlet
West Gear,1128299,1/6/2020,West,Nevada,Las Vegas,Mens Apparel,50.00 ,250,125000 ,68750 ,55,Outlet
West Gear,1128299,1/7/2020,West,Nevada,Las Vegas,Womens Apparel,45.00 ,475,213750 ,42750 ,20,Outlet
West Gear,1128299,1/8/2020,West,Nevada,Las Vegas,Mens Street Footwear,35.00 ,525,183750 ,73500 ,40,Outlet
West Gear,1128299,1/9/2020,West,Nevada,Las Vegas,Mens Athletic Footwear,45.00 ,425,191250 ,47813 ,25,Outlet
West Gear,1128299,1/10/2020,West,Nevada,Las Vegas,Womens Street Footwear,45.00 ,425,191250 ,76500 ,40,Outlet
West Gear,1128299,1/11/2020,West,Nevada,Las Vegas,Womens Athletic Footwear,45.00 ,275,123750 ,43313 ,35,Outlet
West Gear,1128299,1/12/2020,West,Nevada,Las Vegas,Mens Apparel,50.00 ,200,100000 ,55000 ,55,Outlet
West Gear,1128299,1/13/2020,West,Nevada,Las Vegas,Womens Apparel,45.00 ,400,180000 ,36000 ,20,Outlet
West Gear,1128299,1/14/2020,West,Nevada,Las Vegas,Mens Street Footwear,45.00 ,550,247500 ,99000 ,40,Outlet
West Gear,1128299,1/15/2020,West,Nevada,Las Vegas,Mens Athletic Footwear,55.00 ,400,220000 ,55000 ,25,Outlet
West Gear,1128299,1/16/2020,West,Nevada,Las Vegas,Womens Street Footwear,55.00 ,400,220000 ,88000 ,40,Outlet
West Gear,1128299,1/17/2020,West,Nevada,Las Vegas,Womens Athletic Footwear,55.00 ,300,165000 ,57750 ,35,Outlet
West Gear,1128299,1/18/2020,West,Nevada,Las Vegas,Mens Apparel,60.00 ,175,105000 ,57750 ,55,Outlet
West Gear,1128299,1/19/2020,West,Nevada,Las Vegas,Womens Apparel,55.00 ,375,206250 ,41250 ,20,Outlet
West Gear,1128299,1/20/2020,West,Nevada,Las Vegas,Mens Street Footwear,60.00 ,550,330000 ,132000 ,40,Outlet
West Gear,1128299,1/21/2020,West,Nevada,Las Vegas,Mens Athletic Footwear,65.00 ,350,227500 ,56875 ,25,Outlet
West Gear,1128299,1/22/2020,West,Nevada,Las Vegas,Womens Street Footwear,65.00 ,400,260000 ,104000 ,40,Outlet
West Gear,1128299,1/23/2020,West,Nevada,Las Vegas,Womens Athletic Footwear,60.00 ,300,180000 ,63000 ,35,Outlet
West Gear,1128299,1/24/2020,West,Nevada,Las Vegas,Mens Apparel,65.00 ,200,130000 ,71500 ,55,Outlet
West Gear,1128299,1/25/2020,West,Nevada,Las Vegas,Womens Apparel,80.00 ,350,280000 ,56000 ,20,Outlet
West Gear,1128299,1/26/2020,West,Nevada,Las Vegas,Mens Street Footwear,60.00 ,550,330000 ,148500 ,45,Outlet
West Gear,1128299,1/27/2020,West,Nevada,Las Vegas,Mens Athletic Footwear,65.00 ,400,260000 ,78000 ,30,Outlet
West Gear,1128299,1/28/2020,West,Nevada,Las Vegas,Womens Street Footwear,65.00 ,400,260000 ,117000 ,45,Outlet
West Gear,1128299,1/29/2020,West,Nevada,Las Vegas,Womens Athletic Footwear,60.00 ,300,180000 ,72000 ,40,Outlet
West Gear,1128299,1/30/2020,West,Nevada,Las Vegas,Mens Apparel,65.00 ,200,130000 ,78000 ,60,Outlet
West Gear,1128299,1/31/2020,West,Nevada,Las Vegas,Womens Apparel,80.00 ,450,360000 ,90000 ,25,Outlet
West Gear,1128299,2/1/2020,West,Nevada,Las Vegas,Mens Street Footwear,60.00 ,700,420000 ,189000 ,45,Outlet
West Gear,1128299,2/2/2020,West,Nevada,Las Vegas,Mens Athletic Footwear,65.00 ,550,357500 ,107250 ,30,Outlet
West Gear,1128299,2/3/2020,West,Nevada,Las Vegas,Womens Street Footwear,65.00 ,550,357500 ,160875 ,45,Outlet
West Gear,1128299,2/4/2020,West,Nevada,Las Vegas,Womens Athletic Footwear,60.00 ,425,255000 ,102000 ,40,Outlet
West Gear,1128299,2/5/2020,West,Nevada,Las Vegas,Mens Apparel,65.00 ,300,195000 ,117000 ,60,Outlet
West Gear,1128299,2/6/2020,West,Nevada,Las Vegas,Womens Apparel,80.00 ,600,480000 ,120000 ,25,Outlet
West Gear,1128299,2/7/2020,West,Nevada,Las Vegas,Mens Street Footwear,60.00 ,750,450000 ,180000 ,40,Outlet
West Gear,1128299,2/8/2020,West,Nevada,Las Vegas,Mens Athletic Footwear,65.00 ,600,390000 ,97500 ,25,Outlet
West Gear,1128299,2/9/2020,West,Nevada,Las Vegas,Womens Street Footwear,65.00 ,550,357500 ,143000 ,40,In-store
West Gear,1128299,2/10/2020,West,Nevada,Las Vegas,Womens Athletic Footwear,60.00 ,450,270000 ,94500 ,35,In-store
West Gear,1128299,2/11/2020,West,Nevada,Las Vegas,Mens Apparel,65.00 ,500,325000 ,178750 ,55,In-store
West Gear,1128299,2/12/2020,West,Nevada,Las Vegas,Womens Apparel,80.00 ,500,400000 ,80000 ,20,In-store
West Gear,1128299,2/13/2020,West,Nevada,Las Vegas,Mens Street Footwear,65.00 ,700,455000 ,182000 ,40,In-store
West Gear,1128299,2/14/2020,West,Nevada,Las Vegas,Mens Athletic Footwear,70.00 ,650,455000 ,113750 ,25,In-store
West Gear,1128299,2/15/2020,West,Nevada,Las Vegas,Womens Street Footwear,65.00 ,525,341250 ,136500 ,40,In-store
West Gear,1128299,2/16/2020,West,Nevada,Las Vegas,Womens Athletic Footwear,65.00 ,475,308750 ,108063 ,35,In-store
West Gear,1128299,2/17/2020,West,Nevada,Las Vegas,Mens Apparel,75.00 ,475,356250 ,195938 ,55,In-store
West Gear,1128299,2/18/2020,West,Nevada,Las Vegas,Womens Apparel,80.00 ,400,320000 ,64000 ,20,In-store
West Gear,1128299,2/19/2020,West,Nevada,Las Vegas,Mens Street Footwear,60.00 ,600,360000 ,126000 ,35,In-store
West Gear,1128299,2/20/2020,West,Nevada,Las Vegas,Mens Athletic Footwear,65.00 ,600,390000 ,78000 ,20,In-store
West Gear,1128299,2/21/2020,West,Nevada,Las Vegas,Womens Street Footwear,60.00 ,450,270000 ,94500 ,35,In-store
West Gear,1128299,2/22/2020,West,Nevada,Las Vegas,Womens Athletic Footwear,60.00 ,400,240000 ,72000 ,30,In-store
West Gear,1128299,2/23/2020,West,Nevada,Las Vegas,Mens Apparel,70.00 ,400,280000 ,140000 ,50,In-store
West Gear,1128299,2/24/2020,West,Nevada,Las Vegas,Womens Apparel,75.00 ,450,337500 ,50625 ,15,In-store
West Gear,1128299,2/25/2020,West,Nevada,Las Vegas,Mens Street Footwear,60.00 ,550,330000 ,115500 ,35,In-store
West Gear,1128299,2/26/2020,West,Nevada,Las Vegas,Mens Athletic Footwear,65.00 ,550,357500 ,71500 ,20,In-store
West Gear,1128299,2/27/2020,West,Nevada,Las Vegas,Womens Street Footwear,60.00 ,375,225000 ,78750 ,35,In-store
West Gear,1128299,2/28/2020,West,Nevada,Las Vegas,Womens Athletic Footwear,60.00 ,350,210000 ,63000 ,30,In-store
West Gear,1128299,3/1/2020,West,Nevada,Las Vegas,Mens Apparel,70.00 ,325,227500 ,113750 ,50,In-store
West Gear,1128299,3/2/2020,West,Nevada,Las Vegas,Womens Apparel,75.00 ,375,281250 ,42188 ,15,In-store
West Gear,1128299,3/3/2020,West,Nevada,Las Vegas,Mens Street Footwear,60.00 ,575,345000 ,120750 ,35,In-store
West Gear,1128299,3/4/2020,West,Nevada,Las Vegas,Mens Athletic Footwear,65.00 ,575,373750 ,74750 ,20,In-store
West Gear,1128299,3/5/2020,West,Nevada,Las Vegas,Womens Street Footwear,60.00 ,425,255000 ,89250 ,35,In-store
West Gear,1128299,3/6/2020,West,Nevada,Las Vegas,Womens Athletic Footwear,60.00 ,400,240000 ,72000 ,30,In-store
West Gear,1128299,3/7/2020,West,Nevada,Las Vegas,Mens Apparel,70.00 ,350,245000 ,122500 ,50,In-store
West Gear,1128299,3/8/2020,West,Nevada,Las Vegas,Womens Apparel,75.00 ,475,356250 ,53438 ,15,In-store
West Gear,1128299,3/9/2020,West,Nevada,Las Vegas,Mens Street Footwear,60.00 ,675,405000 ,141750 ,35,In-store
West Gear,1128299,3/10/2020,West,Nevada,Las Vegas,Mens Athletic Footwear,65.00 ,675,438750 ,87750 ,20,In-store
West Gear,1128299,3/11/2020,West,Nevada,Las Vegas,Womens Street Footwear,60.00 ,475,285000 ,99750 ,35,In-store
West Gear,1128299,3/12/2020,West,Nevada,Las Vegas,Womens Athletic Footwear,60.00 ,475,285000 ,85500 ,30,In-store
West Gear,1128299,3/13/2020,West,Nevada,Las Vegas,Mens Apparel,70.00 ,400,280000 ,140000 ,50,In-store
West Gear,1128299,3/14/2020,West,Nevada,Las Vegas,Womens Apparel,75.00 ,500,375000 ,56250 ,15,In-store
West Gear,1128299,3/15/2020,West,Nevada,Las Vegas,Mens Street Footwear,30.00 ,425,127500 ,44625 ,35,In-store
West Gear,1128299,3/16/2020,West,Nevada,Las Vegas,Mens Athletic Footwear,40.00 ,425,170000 ,34000 ,20,In-store
West Gear,1128299,3/17/2020,West,Nevada,Las Vegas,Womens Street Footwear,40.00 ,425,170000 ,59500 ,35,In-store
West Gear,1128299,3/18/2020,West,Nevada,Las Vegas,Womens Athletic Footwear,40.00 ,275,110000 ,33000 ,30,In-store
West Gear,1128299,3/19/2020,West,Colorado,Denver,Mens Apparel,45.00 ,225,101250 ,50625 ,50,In-store
West Gear,1128299,3/20/2020,West,Colorado,Denver,Womens Apparel,40.00 ,475,190000 ,28500 ,15,In-store
West Gear,1128299,3/21/2020,West,Colorado,Denver,Mens Street Footwear,30.00 ,525,157500 ,55125 ,35,In-store
West Gear,1128299,3/22/2020,West,Colorado,Denver,Mens Athletic Footwear,40.00 ,425,170000 ,34000 ,20,In-store
West Gear,1128299,3/23/2020,West,Colorado,Denver,Womens Street Footwear,40.00 ,425,170000 ,59500 ,35,In-store
West Gear,1128299,3/24/2020,West,Colorado,Denver,Womens Athletic Footwear,40.00 ,275,110000 ,33000 ,30,In-store
West Gear,1128299,3/25/2020,West,Colorado,Denver,Mens Apparel,45.00 ,200,90000 ,45000 ,50,In-store
West Gear,1128299,3/26/2020,West,Colorado,Denver,Womens Apparel,40.00 ,400,160000 ,24000 ,15,In-store
West Gear,1128299,3/27/2020,West,Colorado,Denver,Mens Street Footwear,40.00 ,550,220000 ,77000 ,35,In-store
West Gear,1128299,3/28/2020,West,Colorado,Denver,Mens Athletic Footwear,50.00 ,400,200000 ,40000 ,20,In-store
West Gear,1128299,3/29/2020,West,Colorado,Denver,Womens Street Footwear,55.00 ,400,220000 ,77000 ,35,In-store
West Gear,1128299,3/30/2020,West,Colorado,Denver,Womens Athletic Footwear,55.00 ,300,165000 ,49500 ,30,In-store
West Gear,1128299,3/31/2020,West,Colorado,Denver,Mens Apparel,60.00 ,150,90000 ,45000 ,50,In-store
West Gear,1128299,4/1/2020,West,Colorado,Denver,Womens Apparel,55.00 ,350,192500 ,28875 ,15,In-store
West Gear,1128299,4/2/2020,West,Colorado,Denver,Mens Street Footwear,60.00 ,525,315000 ,110250 ,35,In-store
West Gear,1128299,4/3/2020,West,Colorado,Denver,Mens Athletic Footwear,65.00 ,325,211250 ,42250 ,20,In-store
West Gear,1128299,4/4/2020,West,Colorado,Denver,Womens Street Footwear,65.00 ,375,243750 ,85313 ,35,In-store
West Gear,1128299,4/5/2020,West,Colorado,Denver,Womens Athletic Footwear,60.00 ,275,165000 ,49500 ,30,In-store
West Gear,1128299,4/6/2020,West,Colorado,Denver,Mens Apparel,65.00 ,175,113750 ,56875 ,50,In-store
West Gear,1128299,4/7/2020,West,Colorado,Denver,Womens Apparel,80.00 ,325,260000 ,39000 ,15,In-store
West Gear,1128299,4/8/2020,West,Colorado,Denver,Mens Street Footwear,60.00 ,525,315000 ,157500 ,50,In-store
West Gear,1128299,4/9/2020,West,Colorado,Denver,Mens Athletic Footwear,65.00 ,375,243750 ,85313 ,35,In-store
West Gear,1128299,4/10/2020,West,Colorado,Denver,Womens Street Footwear,65.00 ,375,243750 ,121875 ,50,In-store
West Gear,1128299,4/11/2020,West,Colorado,Denver,Womens Athletic Footwear,60.00 ,275,165000 ,74250 ,45,In-store
West Gear,1128299,4/12/2020,West,Colorado,Denver,Mens Apparel,65.00 ,175,113750 ,73938 ,65,In-store
West Gear,1128299,4/13/2020,West,Colorado,Denver,Womens Apparel,80.00 ,475,380000 ,114000 ,30,In-store
West Gear,1128299,4/14/2020,West,Colorado,Denver,Mens Street Footwear,60.00 ,725,435000 ,217500 ,50,In-store
West Gear,1128299,4/15/2020,West,Colorado,Denver,Mens Athletic Footwear,65.00 ,575,373750 ,130813 ,35,In-store
West Gear,1128299,4/16/2020,West,Colorado,Denver,Womens Street Footwear,65.00 ,575,373750 ,186875 ,50,In-store
West Gear,1128299,4/17/2020,West,Colorado,Denver,Womens Athletic Footwear,65.00 ,450,292500 ,131625 ,45,In-store
West Gear,1128299,4/18/2020,West,Colorado,Denver,Mens Apparel,70.00 ,325,227500 ,147875 ,65,In-store
West Gear,1128299,4/19/2020,West,Colorado,Denver,Womens Apparel,85.00 ,625,531250 ,159375 ,30,In-store
West Gear,1128299,4/20/2020,West,Colorado,Denver,Mens Street Footwear,65.00 ,775,503750 ,226688 ,45,In-store
West Gear,1128299,4/21/2020,West,Colorado,Denver,Mens Athletic Footwear,70.00 ,625,437500 ,131250 ,30,In-store
West Gear,1128299,4/22/2020,West,Colorado,Denver,Womens Street Footwear,70.00 ,575,402500 ,181125 ,45,In-store
West Gear,1128299,4/23/2020,West,Colorado,Denver,Womens Athletic Footwear,65.00 ,475,308750 ,123500 ,40,In-store
West Gear,1128299,4/24/2020,West,Colorado,Denver,Mens Apparel,70.00 ,525,367500 ,220500 ,60,In-store
West Gear,1128299,4/25/2020,West,Colorado,Denver,Womens Apparel,85.00 ,525,446250 ,111563 ,25,In-store
West Gear,1128299,4/26/2020,West,Colorado,Denver,Mens Street Footwear,70.00 ,725,507500 ,228375 ,45,In-store
West Gear,1128299,4/27/2020,West,Colorado,Denver,Mens Athletic Footwear,75.00 ,675,506250 ,151875 ,30,In-store
West Gear,1128299,4/28/2020,West,Colorado,Denver,Womens Street Footwear,70.00 ,550,385000 ,173250 ,45,In-store
West Gear,1128299,4/29/2020,West,Colorado,Denver,Womens Athletic Footwear,70.00 ,500,350000 ,140000 ,40,In-store
West Gear,1128299,4/30/2020,West,Colorado,Denver,Mens Apparel,75.00 ,500,375000 ,225000 ,60,In-store
West Gear,1128299,5/1/2020,West,Colorado,Denver,Womens Apparel,80.00 ,400,320000 ,80000 ,25,In-store
West Gear,1128299,5/2/2020,West,Colorado,Denver,Mens Street Footwear,65.00 ,600,390000 ,156000 ,40,In-store
West Gear,1128299,5/3/2020,West,Colorado,Denver,Mens Athletic Footwear,70.00 ,600,420000 ,105000 ,25,In-store
West Gear,1128299,5/4/2020,West,Colorado,Denver,Womens Street Footwear,65.00 ,450,292500 ,117000 ,40,In-store
West Gear,1128299,5/5/2020,West,Colorado,Denver,Womens Athletic Footwear,65.00 ,400,260000 ,91000 ,35,In-store
West Gear,1128299,5/6/2020,West,Colorado,Denver,Mens Apparel,75.00 ,400,300000 ,165000 ,55,In-store
West Gear,1128299,5/7/2020,West,Colorado,Denver,Womens Apparel,70.00 ,425,297500 ,59500 ,20,In-store
