Retailer,Retailer ID,Region,State,City,Product,Price per Unit,Unit Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
Walmart,1128299,Southeast,Florida,Orlando,Women's Apparel,55,300,165000,74250,0.45,In-store
Walmart,1128299,Southeast,Florida,Orlando,Men's Street Footwear,50,400,200000,60000,0.3,In-store
Walmart,1128299,Southeast,Florida,Orlando,Men's Athletic Footwear,65,575,373750,93438,0.25,In-store
Walmart,1128299,Southeast,Florida,Orlando,Women's Street Footwear,60,400,240000,72000,0.3,In-store
Walmart,1128299,Southeast,Florida,Orlando,Women's Athletic Footwear,55,375,206250,61875,0.3,In-store
Walmart,1128299,Southeast,Florida,Orlando,Men's Apparel,65,350,227500,45500,0.2,In-store
Walmart,1128299,Southeast,Florida,Orlando,Women's Apparel,70,400,280000,126000,0.45,In-store
Walmart,1128299,Southeast,Florida,Orlando,Men's Street Footwear,55,625,343750,103125,0.3,In-store
Walmart,1128299,Southeast,Florida,Orlando,Men's Athletic Footwear,60,700,420000,105000,0.25,In-store
Walmart,1128299,Southeast,Florida,Orlando,Women's Street Footwear,55,525,288750,86625,0.3,In-store
Walmart,1128299,Southeast,Florida,Orlando,Women's Athletic Footwear,65,500,325000,97500,0.3,In-store
Walmart,1128299,Southeast,Florida,Orlando,Men's Apparel,85,475,403750,80750,0.2,In-store
Walmart,1128299,Southeast,Florida,Orlando,Women's Apparel,90,600,540000,243000,0.45,In-store
Walmart,1128299,Southeast,Florida,Orlando,Men's Street Footwear,75,800,600000,180000,0.3,In-store
Walmart,1128299,Southeast,Florida,Orlando,Men's Athletic Footwear,85,800,680000,170000,0.25,In-store
West Gear,1128299,Southeast,Florida,Orlando,Women's Street Footwear,80,600,480000,144000,0.3,In-store
West Gear,1128299,Southeast,Florida,Orlando,Women's Athletic Footwear,80,600,480000,144000,0.3,In-store
West Gear,1128299,Southeast,Florida,Orlando,Men's Apparel,90,525,472500,94500,0.2,In-store
West Gear,1128299,Southeast,Florida,Orlando,Women's Apparel,95,625,593750,267188,0.45,In-store
West Gear,1185732,Southeast,Florida,Orlando,Men's Street Footwear,45,850,382500,172125,0.45,In-store
West Gear,1185732,Southeast,Florida,Orlando,Men's Athletic Footwear,45,650,292500,102375,0.35,In-store
West Gear,1185732,Southeast,Florida,Orlando,Women's Street Footwear,35,650,227500,56875,0.25,In-store
West Gear,1185732,Southeast,Florida,Orlando,Women's Athletic Footwear,40,500,200000,60000,0.3,In-store
West Gear,1185732,Southeast,Florida,Orlando,Men's Apparel,55,550,302500,105875,0.35,In-store
West Gear,1185732,Southeast,Florida,Orlando,Women's Apparel,45,650,292500,146250,0.5,In-store
West Gear,1185732,Southeast,Florida,Orlando,Men's Street Footwear,45,900,405000,182250,0.45,In-store
West Gear,1185732,Southeast,Florida,Orlando,Men's Athletic Footwear,45,550,247500,86625,0.35,In-store
West Gear,1185732,Southeast,Florida,Orlando,Women's Street Footwear,35,600,210000,52500,0.25,In-store
West Gear,1185732,Northeast,New York,Albany,Women's Athletic Footwear,40,475,190000,57000,0.3,In-store
West Gear,1185732,Northeast,New York,Albany,Men's Apparel,55,550,302500,105875,0.35,In-store
West Gear,1185732,Northeast,New York,Albany,Women's Apparel,45,650,292500,146250,0.5,In-store
West Gear,1185732,Northeast,New York,Albany,Men's Street Footwear,45,870,391500,176175,0.45,In-store
West Gear,1185732,Northeast,New York,Albany,Men's Athletic Footwear,45,550,247500,86625,0.35,In-store
West Gear,1185732,Northeast,New York,Albany,Women's Street Footwear,35,575,201250,50313,0.25,In-store
West Gear,1185732,Northeast,New York,Albany,Women's Athletic Footwear,40,425,170000,51000,0.3,In-store
West Gear,1185732,Northeast,New York,Albany,Men's Apparel,55,475,261250,91438,0.35,In-store
West Gear,1185732,Northeast,New York,Albany,Women's Apparel,45,575,258750,129375,0.5,In-store
West Gear,1185732,Northeast,New York,Albany,Men's Street Footwear,45,825,371250,167063,0.45,In-store
West Gear,1185732,Northeast,New York,Albany,Men's Athletic Footwear,45,525,236250,82688,0.35,In-store
West Gear,1185732,Northeast,New York,Albany,Women's Street Footwear,35,525,183750,45938,0.25,In-store
West Gear,1185732,Northeast,New York,Albany,Women's Athletic Footwear,40,450,180000,54000,0.3,In-store
West Gear,1185732,Northeast,New York,Albany,Men's Apparel,55,475,261250,91438,0.35,In-store
West Gear,1185732,Northeast,New York,Albany,Women's Apparel,45,600,270000,135000,0.5,In-store
West Gear,1185732,Northeast,New York,Albany,Men's Street Footwear,55,870,478500,215325,0.45,In-store
West Gear,1185732,Northeast,New York,Albany,Men's Athletic Footwear,55,575,316250,110688,0.35,In-store
West Gear,1185732,Northeast,New York,Albany,Women's Street Footwear,50,550,275000,68750,0.25,In-store
West Gear,1185732,Northeast,New York,Albany,Women's Athletic Footwear,50,500,250000,75000,0.3,In-store
West Gear,1185732,Northeast,New York,Albany,Men's Apparel,60,525,315000,110250,0.35,In-store
West Gear,1185732,Northeast,New York,Albany,Women's Apparel,65,625,406250,203125,0.5,In-store
West Gear,1185732,Northeast,New York,Albany,Men's Street Footwear,60,875,525000,236250,0.45,In-store
West Gear,1185732,Northeast,New York,Albany,Men's Athletic Footwear,55,625,343750,120313,0.35,In-store
West Gear,1185732,Northeast,New York,Albany,Women's Street Footwear,50,600,300000,75000,0.25,In-store
West Gear,1185732,Northeast,New York,Albany,Women's Athletic Footwear,50,575,287500,86250,0.3,In-store
West Gear,1185732,Northeast,New York,Albany,Men's Apparel,65,575,373750,130813,0.35,In-store
West Gear,1185732,Northeast,New York,Albany,Women's Apparel,70,725,507500,253750,0.5,In-store
West Gear,1185732,Northeast,New York,Albany,Men's Street Footwear,65,950,617500,277875,0.45,In-store
West Gear,1185732,Northeast,New York,Albany,Men's Athletic Footwear,60,700,420000,147000,0.35,In-store
West Gear,1185732,Northeast,New York,Albany,Women's Street Footwear,55,625,343750,85938,0.25,In-store
West Gear,1185732,Northeast,New York,Albany,Women's Athletic Footwear,55,575,316250,94875,0.3,In-store
West Gear,1185732,Northeast,New York,Albany,Men's Apparel,65,600,390000,136500,0.35,In-store
West Gear,1185732,Northeast,New York,Albany,Women's Apparel,70,775,542500,271250,0.5,In-store
West Gear,1185732,Northeast,New York,Albany,Men's Street Footwear,65,925,601250,270563,0.45,In-store
West Gear,1185732,Northeast,New York,Albany,Men's Athletic Footwear,60,700,420000,147000,0.35,In-store
West Gear,1185732,Northeast,New York,Albany,Women's Street Footwear,55,625,343750,85938,0.25,In-store
West Gear,1185732,Northeast,New York,Albany,Women's Athletic Footwear,45,575,258750,77625,0.3,In-store
West Gear,1185732,Northeast,New York,Albany,Men's Apparel,55,550,302500,105875,0.35,In-store
West Gear,1185732,Northeast,New York,Albany,Women's Apparel,60,725,435000,217500,0.5,In-store
West Gear,1185732,Northeast,New York,Albany,Men's Street Footwear,55,850,467500,210375,0.45,In-store
West Gear,1185732,Northeast,New York,Albany,Men's Athletic Footwear,50,650,325000,113750,0.35,In-store
West Gear,1185732,Northeast,New York,Albany,Women's Street Footwear,45,550,247500,61875,0.25,In-store
West Gear,1185732,Northeast,New York,Albany,Women's Athletic Footwear,45,525,236250,70875,0.3,In-store
West Gear,1185732,Northeast,New York,Albany,Men's Apparel,55,525,288750,101063,0.35,In-store
West Gear,1185732,Northeast,New York,Albany,Women's Apparel,60,625,375000,187500,0.5,In-store
West Gear,1185732,Northeast,New York,Albany,Men's Street Footwear,60,800,480000,216000,0.45,In-store
West Gear,1185732,Northeast,New York,Albany,Men's Athletic Footwear,50,625,312500,109375,0.35,In-store
West Gear,1185732,Northeast,New York,Albany,Women's Street Footwear,50,525,262500,65625,0.25,In-store
West Gear,1185732,Northeast,New York,Albany,Women's Athletic Footwear,50,500,250000,75000,0.3,In-store
West Gear,1185732,Northeast,New York,Albany,Men's Apparel,60,500,300000,105000,0.35,In-store
West Gear,1185732,Northeast,New York,Albany,Women's Apparel,65,625,406250,203125,0.5,In-store
West Gear,1185732,Northeast,New York,Albany,Men's Street Footwear,60,775,465000,209250,0.45,In-store
West Gear,1185732,Northeast,New York,Albany,Men's Athletic Footwear,50,600,300000,105000,0.35,In-store
West Gear,1185732,Northeast,New York,Albany,Women's Street Footwear,50,545,272500,68125,0.25,In-store
West Gear,1185732,Northeast,New York,Albany,Women's Athletic Footwear,50,575,287500,86250,0.3,In-store
West Gear,1185732,Northeast,New York,Albany,Men's Apparel,65,550,357500,125125,0.35,In-store
West Gear,1185732,Northeast,New York,Albany,Women's Apparel,70,650,455000,227500,0.5,In-store
West Gear,1185732,Northeast,New York,Albany,Men's Street Footwear,65,875,568750,255938,0.45,In-store
West Gear,1185732,Northeast,New York,Albany,Men's Athletic Footwear,55,675,371250,129938,0.35,In-store
Kohl's,1185732,Northeast,New York,Albany,Women's Street Footwear,55,625,343750,85938,0.25,In-store
Kohl's,1185732,Northeast,New York,Albany,Women's Athletic Footwear,55,575,316250,94875,0.3,In-store
Kohl's,1185732,Northeast,New York,Albany,Men's Apparel,65,575,373750,130813,0.35,In-store
Kohl's,1185732,Northeast,New York,Albany,Women's Apparel,70,675,472500,236250,0.5,In-store
Kohl's,1185732,Northeast,New York,Albany,Men's Street Footwear,40,800,320000,160000,0.5,In-store
Kohl's,1185732,Northeast,New York,Albany,Men's Athletic Footwear,40,600,240000,72000,0.3,In-store
Kohl's,1185732,Northeast,New York,Albany,Women's Street Footwear,30,600,180000,63000,0.35,In-store
Kohl's,1185732,Northeast,New York,Albany,Women's Athletic Footwear,35,450,157500,55125,0.35,In-store
Kohl's,1185732,Northeast,New York,Albany,Men's Apparel,50,500,250000,75000,0.3,In-store
Kohl's,1185732,Northeast,New York,Albany,Women's Apparel,40,600,240000,60000,0.25,In-store
Kohl's,1185732,Northeast,New York,Albany,Men's Street Footwear,40,850,340000,170000,0.5,In-store
Kohl's,1185732,Northeast,New York,Albany,Men's Athletic Footwear,40,500,200000,60000,0.3,In-store
Kohl's,1185732,Northeast,New York,Albany,Women's Street Footwear,30,550,165000,57750,0.35,In-store
Kohl's,1185732,West,Wyoming,Cheyenne,Women's Athletic Footwear,35,425,148750,52063,0.35,In-store
Kohl's,1185732,West,Wyoming,Cheyenne,Men's Apparel,50,500,250000,75000,0.3,In-store
Kohl's,1185732,West,Wyoming,Cheyenne,Women's Apparel,40,600,240000,60000,0.25,In-store
Kohl's,1185732,West,Wyoming,Cheyenne,Men's Street Footwear,40,820,328000,164000,0.5,In-store
Kohl's,1185732,West,Wyoming,Cheyenne,Men's Athletic Footwear,40,525,210000,63000,0.3,In-store
Kohl's,1185732,West,Wyoming,Cheyenne,Women's Street Footwear,30,550,165000,57750,0.35,In-store
Kohl's,1185732,West,Wyoming,Cheyenne,Women's Athletic Footwear,35,400,140000,49000,0.35,In-store
Kohl's,1185732,West,Wyoming,Cheyenne,Men's Apparel,50,450,225000,67500,0.3,In-store
Kohl's,1185732,West,Wyoming,Cheyenne,Women's Apparel,40,550,220000,55000,0.25,In-store
Kohl's,1185732,West,Wyoming,Cheyenne,Men's Street Footwear,40,800,320000,160000,0.5,In-store
Kohl's,1185732,West,Wyoming,Cheyenne,Men's Athletic Footwear,40,500,200000,60000,0.3,In-store
Kohl's,1185732,West,Wyoming,Cheyenne,Women's Street Footwear,30,500,150000,52500,0.35,In-store
Kohl's,1185732,West,Wyoming,Cheyenne,Women's Athletic Footwear,35,425,148750,52063,0.35,In-store
Kohl's,1185732,West,Wyoming,Cheyenne,Men's Apparel,50,425,212500,63750,0.3,In-store
Kohl's,1185732,West,Wyoming,Cheyenne,Women's Apparel,40,550,220000,55000,0.25,In-store
Kohl's,1185732,West,Wyoming,Cheyenne,Men's Street Footwear,50,820,410000,205000,0.5,In-store
Kohl's,1185732,West,Wyoming,Cheyenne,Men's Athletic Footwear,45,525,236250,70875,0.3,In-store
Kohl's,1185732,West,Wyoming,Cheyenne,Women's Street Footwear,40,500,200000,70000,0.35,In-store
Kohl's,1185732,West,Wyoming,Cheyenne,Women's Athletic Footwear,40,450,180000,63000,0.35,In-store
Kohl's,1185732,West,Wyoming,Cheyenne,Men's Apparel,50,475,237500,71250,0.3,In-store
Kohl's,1185732,West,Wyoming,Cheyenne,Women's Apparel,55,600,330000,82500,0.25,In-store
Kohl's,1185732,West,Wyoming,Cheyenne,Men's Street Footwear,50,850,425000,212500,0.5,In-store
Kohl's,1185732,West,Wyoming,Cheyenne,Men's Athletic Footwear,45,600,270000,81000,0.3,In-store
Kohl's,1185732,West,Wyoming,Cheyenne,Women's Street Footwear,40,525,210000,73500,0.35,In-store
Kohl's,1185732,West,Wyoming,Cheyenne,Women's Athletic Footwear,40,500,200000,70000,0.35,In-store
Kohl's,1185732,West,Wyoming,Cheyenne,Men's Apparel,50,500,250000,75000,0.3,In-store
Kohl's,1185732,West,Wyoming,Cheyenne,Women's Apparel,55,650,357500,89375,0.25,In-store
Kohl's,1185732,West,Wyoming,Cheyenne,Men's Street Footwear,50,875,437500,218750,0.5,In-store
Kohl's,1185732,West,Wyoming,Cheyenne,Men's Athletic Footwear,45,625,281250,84375,0.3,In-store
Kohl's,1185732,West,Wyoming,Cheyenne,Women's Street Footwear,40,550,220000,77000,0.35,In-store
Kohl's,1185732,West,Wyoming,Cheyenne,Women's Athletic Footwear,40,500,200000,70000,0.35,In-store
Kohl's,1185732,West,Wyoming,Cheyenne,Men's Apparel,50,525,262500,78750,0.3,In-store
Kohl's,1185732,West,Wyoming,Cheyenne,Women's Apparel,55,700,385000,96250,0.25,In-store
Kohl's,1185732,West,Wyoming,Cheyenne,Men's Street Footwear,50,850,425000,212500,0.5,In-store
Kohl's,1185732,West,Wyoming,Cheyenne,Men's Athletic Footwear,45,625,281250,84375,0.3,In-store
Kohl's,1185732,West,Wyoming,Cheyenne,Women's Street Footwear,40,550,220000,77000,0.35,In-store
Kohl's,1185732,West,Wyoming,Cheyenne,Women's Athletic Footwear,40,525,210000,73500,0.35,In-store
Kohl's,1185732,West,Wyoming,Cheyenne,Men's Apparel,50,500,250000,75000,0.3,In-store
Kohl's,1185732,West,Wyoming,Cheyenne,Women's Apparel,55,675,371250,92813,0.25,In-store
Kohl's,1185732,West,Wyoming,Cheyenne,Men's Street Footwear,50,800,400000,200000,0.5,In-store
Kohl's,1185732,West,Wyoming,Cheyenne,Men's Athletic Footwear,45,600,270000,81000,0.3,In-store
Kohl's,1185732,West,Wyoming,Cheyenne,Women's Street Footwear,40,525,210000,73500,0.35,In-store
Kohl's,1185732,West,Wyoming,Cheyenne,Women's Athletic Footwear,40,500,200000,70000,0.35,In-store
Kohl's,1185732,West,Wyoming,Cheyenne,Men's Apparel,50,500,250000,75000,0.3,In-store
Kohl's,1185732,West,Wyoming,Cheyenne,Women's Apparel,55,600,330000,82500,0.25,In-store
Kohl's,1185732,West,Wyoming,Cheyenne,Men's Street Footwear,55,775,426250,213125,0.5,In-store
Kohl's,1185732,West,Wyoming,Cheyenne,Men's Athletic Footwear,45,600,270000,81000,0.3,In-store
Kohl's,1185732,West,Wyoming,Cheyenne,Women's Street Footwear,45,500,225000,78750,0.35,In-store
Kohl's,1185732,West,Wyoming,Cheyenne,Women's Athletic Footwear,45,475,213750,74813,0.35,In-store
Kohl's,1185732,West,Wyoming,Cheyenne,Men's Apparel,55,475,261250,78375,0.3,In-store
Kohl's,1185732,West,Wyoming,Cheyenne,Women's Apparel,60,600,360000,90000,0.25,In-store
Kohl's,1185732,West,Wyoming,Cheyenne,Men's Street Footwear,55,750,412500,206250,0.5,In-store
Kohl's,1185732,West,Wyoming,Cheyenne,Men's Athletic Footwear,45,575,258750,77625,0.3,In-store
Kohl's,1185732,West,Wyoming,Cheyenne,Women's Street Footwear,45,520,234000,81900,0.35,In-store
Kohl's,1185732,West,Wyoming,Cheyenne,Women's Athletic Footwear,45,500,225000,78750,0.35,In-store
Kohl's,1185732,West,Wyoming,Cheyenne,Men's Apparel,55,475,261250,78375,0.3,In-store
Kohl's,1185732,West,Wyoming,Cheyenne,Women's Apparel,60,575,345000,86250,0.25,In-store
Kohl's,1185732,West,Wyoming,Cheyenne,Men's Street Footwear,55,800,440000,220000,0.5,In-store
Kohl's,1185732,West,Wyoming,Cheyenne,Men's Athletic Footwear,45,600,270000,81000,0.3,In-store
Foot Locker,1185732,West,Wyoming,Cheyenne,Women's Street Footwear,45,550,247500,86625,0.35,In-store
Foot Locker,1185732,West,Wyoming,Cheyenne,Women's Athletic Footwear,45,500,225000,78750,0.35,In-store
Foot Locker,1185732,West,Wyoming,Cheyenne,Men's Apparel,55,500,275000,82500,0.3,In-store
Foot Locker,1185732,West,Wyoming,Cheyenne,Women's Apparel,60,600,360000,90000,0.25,In-store
Foot Locker,1128299,West,Wyoming,Cheyenne,Men's Street Footwear,30,350,105000,36750,0.35,In-store
Foot Locker,1128299,West,Wyoming,Cheyenne,Men's Athletic Footwear,40,350,140000,49000,0.35,In-store
Foot Locker,1128299,West,Wyoming,Cheyenne,Women's Street Footwear,40,350,140000,49000,0.35,In-store
Foot Locker,1128299,West,Wyoming,Cheyenne,Women's Athletic Footwear,40,200,80000,28000,0.35,In-store
Foot Locker,1128299,West,Wyoming,Cheyenne,Men's Apparel,45,150,67500,27000,0.4,In-store
Foot Locker,1128299,West,Wyoming,Cheyenne,Women's Apparel,40,400,160000,48000,0.3,In-store
Foot Locker,1128299,West,Wyoming,Cheyenne,Men's Street Footwear,30,450,135000,47250,0.35,In-store
Foot Locker,1128299,West,Wyoming,Cheyenne,Men's Athletic Footwear,40,350,140000,49000,0.35,In-store
Foot Locker,1128299,West,Wyoming,Cheyenne,Women's Street Footwear,40,350,140000,49000,0.35,In-store
Foot Locker,1128299,Southeast,Virginia,Richmond,Women's Athletic Footwear,40,200,80000,28000,0.35,In-store
Foot Locker,1128299,Southeast,Virginia,Richmond,Men's Apparel,45,125,56250,22500,0.4,In-store
Foot Locker,1128299,Southeast,Virginia,Richmond,Women's Apparel,40,325,130000,39000,0.3,In-store
Foot Locker,1128299,Southeast,Virginia,Richmond,Men's Street Footwear,40,475,190000,66500,0.35,In-store
Foot Locker,1128299,Southeast,Virginia,Richmond,Men's Athletic Footwear,50,325,162500,56875,0.35,In-store
Foot Locker,1128299,Southeast,Virginia,Richmond,Women's Street Footwear,55,350,192500,67375,0.35,In-store
Foot Locker,1128299,Southeast,Virginia,Richmond,Women's Athletic Footwear,50,250,125000,43750,0.35,In-store
Foot Locker,1128299,Southeast,Virginia,Richmond,Men's Apparel,55,100,55000,22000,0.4,In-store
Foot Locker,1128299,Southeast,Virginia,Richmond,Women's Apparel,50,300,150000,45000,0.3,In-store
Foot Locker,1128299,Southeast,Virginia,Richmond,Men's Street Footwear,55,475,261250,91438,0.35,In-store
Foot Locker,1128299,Southeast,Virginia,Richmond,Men's Athletic Footwear,60,275,165000,57750,0.35,In-store
Foot Locker,1128299,Southeast,Virginia,Richmond,Women's Street Footwear,60,325,195000,68250,0.35,In-store
Foot Locker,1128299,Southeast,Virginia,Richmond,Women's Athletic Footwear,45,225,101250,35438,0.35,In-store
Foot Locker,1128299,Southeast,Virginia,Richmond,Men's Apparel,50,125,62500,25000,0.4,In-store
Foot Locker,1128299,Southeast,Virginia,Richmond,Women's Apparel,65,300,195000,58500,0.3,In-store
Foot Locker,1128299,Southeast,Virginia,Richmond,Men's Street Footwear,50,500,250000,87500,0.35,In-store
Foot Locker,1128299,Southeast,Virginia,Richmond,Men's Athletic Footwear,55,350,192500,67375,0.35,In-store
Foot Locker,1128299,Southeast,Virginia,Richmond,Women's Street Footwear,55,350,192500,67375,0.35,In-store
Foot Locker,1128299,Southeast,Virginia,Richmond,Women's Athletic Footwear,50,275,137500,48125,0.35,In-store
Foot Locker,1128299,Southeast,Virginia,Richmond,Men's Apparel,45,175,78750,31500,0.4,In-store
Foot Locker,1128299,Southeast,Virginia,Richmond,Women's Apparel,60,525,315000,94500,0.3,In-store
Foot Locker,1128299,Southeast,Virginia,Richmond,Men's Street Footwear,55,775,426250,149188,0.35,In-store
Foot Locker,1128299,Southeast,Virginia,Richmond,Men's Athletic Footwear,65,650,422500,147875,0.35,In-store
Foot Locker,1128299,Southeast,Virginia,Richmond,Women's Street Footwear,80,650,520000,182000,0.35,In-store
Foot Locker,1128299,Southeast,Virginia,Richmond,Women's Athletic Footwear,80,525,420000,147000,0.35,In-store
Foot Locker,1128299,Southeast,Virginia,Richmond,Men's Apparel,90,400,360000,144000,0.4,In-store
Foot Locker,1128299,Southeast,Virginia,Richmond,Women's Apparel,105,700,735000,220500,0.3,In-store
Foot Locker,1128299,Southeast,Virginia,Richmond,Men's Street Footwear,85,850,722500,252875,0.35,In-store
Foot Locker,1128299,Southeast,Virginia,Richmond,Men's Athletic Footwear,90,700,630000,220500,0.35,In-store
Foot Locker,1128299,Southeast,Virginia,Richmond,Women's Street Footwear,90,650,585000,204750,0.35,In-store
Foot Locker,1128299,Southeast,Virginia,Richmond,Women's Athletic Footwear,85,550,467500,163625,0.35,In-store
Foot Locker,1128299,Southeast,Virginia,Richmond,Men's Apparel,90,600,540000,216000,0.4,In-store
Foot Locker,1128299,Southeast,Virginia,Richmond,Women's Apparel,105,600,630000,189000,0.3,In-store
Foot Locker,1128299,Southeast,Virginia,Richmond,Men's Street Footwear,90,800,720000,252000,0.35,In-store
Foot Locker,1128299,Southeast,Virginia,Richmond,Men's Athletic Footwear,80,775,620000,217000,0.35,In-store
Foot Locker,1128299,Southeast,Virginia,Richmond,Women's Street Footwear,70,650,455000,159250,0.35,In-store
Foot Locker,1128299,Southeast,Virginia,Richmond,Women's Athletic Footwear,70,425,297500,104125,0.35,In-store
Foot Locker,1128299,Southeast,Virginia,Richmond,Men's Apparel,70,425,297500,119000,0.4,In-store
Foot Locker,1128299,Southeast,Virginia,Richmond,Women's Apparel,75,250,187500,56250,0.3,In-store
Foot Locker,1128299,Southeast,Virginia,Richmond,Men's Street Footwear,50,450,225000,78750,0.35,In-store
Foot Locker,1128299,Southeast,Virginia,Richmond,Men's Athletic Footwear,55,450,247500,86625,0.35,In-store
Foot Locker,1128299,Southeast,Virginia,Richmond,Women's Street Footwear,50,250,125000,43750,0.35,In-store
Foot Locker,1128299,Southeast,Virginia,Richmond,Women's Athletic Footwear,50,200,100000,35000,0.35,In-store
Foot Locker,1128299,Southeast,Virginia,Richmond,Men's Apparel,60,225,135000,54000,0.4,In-store
Foot Locker,1128299,Southeast,Virginia,Richmond,Women's Apparel,45,250,112500,33750,0.3,In-store
Foot Locker,1128299,Southeast,Virginia,Richmond,Men's Street Footwear,40,350,140000,49000,0.35,In-store
Foot Locker,1128299,Southeast,Virginia,Richmond,Men's Athletic Footwear,55,525,288750,101063,0.35,In-store
Foot Locker,1128299,Southeast,Virginia,Richmond,Women's Street Footwear,50,350,175000,61250,0.35,In-store
Foot Locker,1128299,Southeast,Virginia,Richmond,Women's Athletic Footwear,45,325,146250,51188,0.35,In-store
Foot Locker,1128299,Southeast,Virginia,Richmond,Men's Apparel,55,300,165000,66000,0.4,In-store
Foot Locker,1128299,Southeast,Virginia,Richmond,Women's Apparel,60,350,210000,63000,0.3,In-store
Foot Locker,1128299,Southeast,Virginia,Richmond,Men's Street Footwear,45,575,258750,90563,0.35,In-store
Foot Locker,1128299,Southeast,Virginia,Richmond,Men's Athletic Footwear,50,650,325000,113750,0.35,In-store
Foot Locker,1128299,Southeast,Virginia,Richmond,Women's Street Footwear,45,475,213750,74813,0.35,In-store
Foot Locker,1128299,Southeast,Virginia,Richmond,Women's Athletic Footwear,55,450,247500,86625,0.35,In-store
Foot Locker,1128299,Southeast,Virginia,Richmond,Men's Apparel,75,425,318750,127500,0.4,In-store
Foot Locker,1128299,Southeast,Virginia,Richmond,Women's Apparel,80,550,440000,132000,0.3,In-store
Foot Locker,1128299,Southeast,Virginia,Richmond,Men's Street Footwear,65,750,487500,170625,0.35,In-store
Foot Locker,1128299,Southeast,Virginia,Richmond,Men's Athletic Footwear,75,750,562500,196875,0.35,In-store
Sports Direct,1128299,Southeast,Virginia,Richmond,Women's Street Footwear,70,550,385000,134750,0.35,In-store
Sports Direct,1128299,Southeast,Virginia,Richmond,Women's Athletic Footwear,70,550,385000,134750,0.35,In-store
Sports Direct,1128299,Southeast,Virginia,Richmond,Men's Apparel,80,475,380000,152000,0.4,In-store
Sports Direct,1128299,Southeast,Virginia,Richmond,Women's Apparel,85,575,488750,146625,0.3,In-store
Sports Direct,1185732,Southeast,Virginia,Richmond,Men's Street Footwear,35,750,262500,131250,0.5,In-store
Sports Direct,1185732,Southeast,Virginia,Richmond,Men's Athletic Footwear,35,550,192500,77000,0.4,In-store
Sports Direct,1185732,Southeast,Virginia,Richmond,Women's Street Footwear,25,550,137500,41250,0.3,In-store
Sports Direct,1185732,Southeast,Virginia,Richmond,Women's Athletic Footwear,30,400,120000,42000,0.35,In-store
Sports Direct,1185732,Southeast,Virginia,Richmond,Men's Apparel,45,450,202500,81000,0.4,In-store
Sports Direct,1185732,Southeast,Virginia,Richmond,Women's Apparel,35,550,192500,105875,0.55,In-store
Sports Direct,1185732,Southeast,Virginia,Richmond,Men's Street Footwear,35,800,280000,140000,0.5,In-store
Sports Direct,1185732,Southeast,Virginia,Richmond,Men's Athletic Footwear,35,450,157500,63000,0.4,In-store
Sports Direct,1185732,Southeast,Virginia,Richmond,Women's Street Footwear,25,500,125000,37500,0.3,In-store
Sports Direct,1185732,Midwest,Michigan,Detroit,Women's Athletic Footwear,30,375,112500,39375,0.35,In-store
Sports Direct,1185732,Midwest,Michigan,Detroit,Men's Apparel,45,450,202500,81000,0.4,In-store
Sports Direct,1185732,Midwest,Michigan,Detroit,Women's Apparel,35,550,192500,105875,0.55,In-store
Sports Direct,1185732,Midwest,Michigan,Detroit,Men's Street Footwear,35,770,269500,134750,0.5,In-store
Sports Direct,1185732,Midwest,Michigan,Detroit,Men's Athletic Footwear,35,450,157500,63000,0.4,In-store
Sports Direct,1185732,Midwest,Michigan,Detroit,Women's Street Footwear,25,475,118750,35625,0.3,In-store
Sports Direct,1185732,Midwest,Michigan,Detroit,Women's Athletic Footwear,30,325,97500,34125,0.35,In-store
Sports Direct,1185732,Midwest,Michigan,Detroit,Men's Apparel,45,375,168750,67500,0.4,In-store
Sports Direct,1185732,Midwest,Michigan,Detroit,Women's Apparel,35,475,166250,91438,0.55,In-store
Sports Direct,1185732,Midwest,Michigan,Detroit,Men's Street Footwear,35,725,253750,126875,0.5,In-store
Sports Direct,1185732,Midwest,Michigan,Detroit,Men's Athletic Footwear,40,425,170000,68000,0.4,In-store
Sports Direct,1185732,Midwest,Michigan,Detroit,Women's Street Footwear,30,450,135000,40500,0.3,In-store
Sports Direct,1185732,Midwest,Michigan,Detroit,Women's Athletic Footwear,35,375,131250,45938,0.35,In-store
Sports Direct,1185732,Midwest,Michigan,Detroit,Men's Apparel,50,400,200000,80000,0.4,In-store
Sports Direct,1185732,Midwest,Michigan,Detroit,Women's Apparel,40,525,210000,115500,0.55,In-store
Sports Direct,1185732,Midwest,Michigan,Detroit,Men's Street Footwear,50,795,397500,198750,0.5,In-store
Sports Direct,1185732,Midwest,Michigan,Detroit,Men's Athletic Footwear,50,500,250000,100000,0.4,In-store
Sports Direct,1185732,Midwest,Michigan,Detroit,Women's Street Footwear,45,475,213750,64125,0.3,In-store
Sports Direct,1185732,Midwest,Michigan,Detroit,Women's Athletic Footwear,45,450,202500,70875,0.35,In-store
Sports Direct,1185732,Midwest,Michigan,Detroit,Men's Apparel,55,475,261250,104500,0.4,In-store
Sports Direct,1185732,Midwest,Michigan,Detroit,Women's Apparel,60,575,345000,189750,0.55,In-store
Sports Direct,1185732,Midwest,Michigan,Detroit,Men's Street Footwear,55,825,453750,226875,0.5,In-store
Sports Direct,1185732,Midwest,Michigan,Detroit,Men's Athletic Footwear,50,575,287500,115000,0.4,In-store
